interaction_type,event,target_text,response_text,label
Reply,Student Marches,Even SenateMajLdr knows a blue wave is coming 🌊🌊 👇👇👇 Mitch McConnell admits the GOP is in serious trouble this November ,SaysHummingbird gskh1237 SenateMajLdr Well McTurtle you and all the criminal treasonous racist bigoted lying republicans are going to be sent packing And as the Mueller investigation continues each of you will be waiting for your indictments to be served Tootle loo ,6
Reply,Student Marches,Curious did any sponsors pull out of Jimmy Kimmel last night while the crazy folks tried to boycott ,ITMFANOW Some MAGA jerk said Dairy Queen but they lie so much None that I know of ,6
Reply,Student Marches,Ths video shows an aerial view of the Humboldt Broncos bus crash site ,HuffPostCanada Wtf is is wrong with you people take this down Have some respect ffs ,1
Reply,Student Marches,NEW POD Mueller’s writing a summer blockbuster Fox and Friends is making immigration policy and Scott Pruitt is late for dinner Then Demetrius Jifunza of the Florida Rights Restoration Coalition joins us ,,6
Reply,Student Marches,LeBron is a better 3 point shooter than Kobe Bryant ,nocutcard False ,1
Reply,Student Marches,1 This DouthatNYT column tries to do something valuable distinguish between reasonable antiabortion case amp Williamsonian bloodthirsty desire for retribution but its far too short amp raises more questions than it answers ,"HeerJeet DouthatNYT there IS NO ""reasonable"" antiabortion case ",1
Reply,Student Marches,Dear liberals The 2nd Amendment wasn’t ratified to protect our hunting rights It was ratified to allow the People to defend themselves against a tyrannical government ,Education4Libs iWideOpen There is no such thing as an assault rifle It is a term used by gun control wackos An Armalite Rifle is a RIFLE like any other semiautomatic rifle One trigger pull one shot fired Nothing more nothing less Stop using the term assault rifle ,6
Reply,Student Marches,German dog that killed owners may not be put down after outcry ,guardian Bullshit ,1
Reply,Student Marches,Bill Cosby paid 34m to silence woman he had sexually assaulted prosecutor says ,guardian Fake newsCosby didnt do any of this The man already had a beautiful wife no need to cheat ,1
Reply,Student Marches,kimguilfoyle She’s a pos and a liar on the real ,,6
Reply,Student Marches,Fake masters fake politicians fake democracy ,tjparfitt guardian Spain is a big lie ,6
Reply,Student Marches,wednesday wisdom hillary clinton s h e Keeps the baby Chelsea ,OnTheHook HouseCracka I loved them when I was a kid They were so fake it was funny My favorite headline was “Elvis Tribe found in Jungle” ,6
Reply,Student Marches,Paul Ryan helped make Wisconsin the most rigged state in the country with voter suppression gerrymandering amp dark money Even that was not enough to protect him now ,AriBerman Excellent article outlining the bs we face against this fascist Trumpian cheating Republican government Everyone should read this ,4
Reply,Iran Deal,BREAKING Britain says it cannot confirm whether Assad still has chemical weapons ,"spectatorindex US PNAC War Policy being executed There are no coincidences only death General Wes Clark speaking about US military plan in 2001 stated in an interview 2007 ""USA will attack Iraq Syria Lebanon Libya Somalia Sudan amp Iran ",6
Reply,Iran Deal,Use Iran sanctions to stop Assad write mdubowitz and richgoldberg via WSJOpinion ,WSJopinion mdubowitz richgoldberg Goldberg Dubowitz Iran Jewish Fake News ,1
Reply,Iran Deal,So General Michael Flynn’s life can be totally destroyed while Shadey James Comey can Leak and Lie and make lots of money from a third rate book that should never have been written Is that really the way life in America is supposed to work I don’t think so ,realDonaldTrump Dems offered liar McCabe a job after he was rightly fired ampraised over 12million for the corrupt multi millionaire🤬 Innocent LtGen Flynn was targeted cuz he knew Obamas corrupt Iran deal Prosecute BHOComey McCabeRosensteinLynch obstructionsedition ,6
Reply,Iran Deal,Despite years of western propaganda media misinformation and repeated Israeli threats Iran has never threatened to initiate military conflict with Israel ,MiddleEastEye There is no difference between Iran nd Israel 2 sides of 1 coin thy wont evr fight wid Israelis nd nor will Israelis fight with thm its jst a drama ,6
Quote,Iran Deal,There you have it realDonaldTrump is pulling out of the Iran deal amp if they don’t listen to his demands off to war we go His lifelong negotiating tactic has been do what I want or I’ll sue No surprise as President it’s do what I want or I’ll bomb ,Impeach the Lying Bone Spur Coward Trump ,6
Reply,Iran Deal,ld t poll : Do you believe America’s allies and enemies are waking up to the fact President Trumps now the global leader setting the worldwide agenda ,LouDobbs Thanks to 8 years of Obama China Russia and Iran have carved up the world there is no more leadership in the world it is everyone for themselves this is why America needed Trump for President ,6
Reply,Iran Deal,ap fact check : When Trump rails against Obama administration for giving billions to Iran he neglects to mention the money was Irans to begin with ,APFactCheck AP FactCheck fact check false ,1
Quote,Iran Deal,"""Dokhtaran Enghelab"" have no freedom Zarif is a liar who says Iran in free There is no freedom Iran has no right to be free za rifi sali ar ","""Dokhtaran Enghelab"" have no freedom Zarif is a liar who says Iran in free There is no freedom Iran has no right to be free za rifi sali ar ",4
Quote,Iran Deal,iranian girls are working in the trash in mullahs ruling While billions of dollars are spent annually from the wealth of the Iranian people to export terrorism and fundamentalism and billions stolen by the Mullahs and irg c commandersRightWingAngel CandiceLanier KJTorrance ,extreme religion is Wrong in Any Country The Mullahs of tehran aint Serving the People theyre Serving Themselves iran needs Freedom free iran ,6
Quote,Iran Deal,"Macron told reporters he believes Trump will pull out of the Iran nuclear deal next month ""for domestic reasons” describing the US as ""insane"" for its constant global policy Uturns CONCLUSION Trump’s destabilized the United States and now he’s going to destabilize the world ",😇 Spankys a menace Going to take so many years to right the wrong he has done to America😬 ,6
Reply,Iran Deal,I’m heading to the Senate floor to voice my strong opposition to Director Pompeo’s nomination to be our next Secretary of State PM ,PattyMurray are Big LIE irietsinic are not are snaketold me aboutBengasi 20 ton uranium SOLD to Rusia Wear is the moneyamp150 billions free to IRAN for thei nuclear wopenyou friends Clintons amp obama MAFIA 🇺🇸 ,1
Quote,Iran Deal,BREAKING PM NETANYAHU WILL GIVE A SPEECH 8PM AND EXPOSE NEW INTELLIGENCE ON THE IRANIAN NUCLEAR PROGRAM ISRAELI OFFICIAL SAYS ,Its amazing The same people and the exact same bullshit rhetoric that brought us the Iraq war are now being rolled out again to provoke the United States into a war with Iran using American troops ,1
Quote,Iran Deal,BREAKING Netanyahu to release dramatic news and intelligence about Iran nuclear deal ,More like propaganda bullshit He wants Trump to fight his wars for him ,1
Quote,Iran Deal,iran now saying it has the capability to enrich uranium to a higher level than it could before the “landmark” nuke deal was reached to curb its nuke program ,Scenario 1 Iran is lying Scenario 2 Iran wasn’t holding to the agreement since the start and used BarackObama’s cash infusion to get further ahead iran deal iran nuclear deal ,6
